job_id,job_title,industry,location,salary_usd,skills_required,remote_option,company_size,posting_date
5170,AI Engineer,AI,London,82507,"TensorFlow, PyTorch",No,Small,2025-08-05
5171,Blockchain Developer,Blockchain,Tokyo,140521,"Rust, Ethereum",Yes,Large,2025-06-28
5172,Smart Contract Engineer,Blockchain,Berlin,141927,"Solidity, Ethereum",Yes,Medium,2025-08-16
5173,Quantum Software Developer,Quantum Computing,Singapore,171383,"Linear Algebra, Qiskit",No,Small,2025-10-19
5174,ML Researcher,AI,Tokyo,183265,"PyTorch, TensorFlow",No,Large,2025-06-06
5175,Smart Contract Engineer,Blockchain,Dubai,93024,"Rust, Solidity",Yes,Medium,2025-11-01
5176,Quantum Researcher,Quantum Computing,New York,229778,"Qiskit, Linear Algebra",Yes,Large,2025-04-26
5177,Blockchain Developer,Blockchain,New York,101841,"Ethereum, Rust",Yes,Large,2025-04-02
5178,Renewable Energy Engineer,Green Tech,Tokyo,83384,"Climate Data Analysis, Energy Modeling",Yes,Large,2025-05-01
5179,Quantum Software Developer,Quantum Computing,Tokyo,69469,"Quantum Algorithms, Linear Algebra",No,Medium,2025-03-01
5180,Sustainability Analyst,Green Tech,Singapore,110084,"Climate Data Analysis, Energy Modeling",No,Medium,2025-11-21
5181,AI Engineer,AI,Dubai,167391,"PyTorch, Python",Yes,Medium,2025-12-07
5182,Sustainability Analyst,Green Tech,Dubai,131161,"Climate Data Analysis, Energy Modeling",No,Medium,2025-11-25
5183,Renewable Energy Engineer,Green Tech,Dubai,131570,"Energy Modeling, Climate Data Analysis",No,Medium,2025-12-25
5184,AI Engineer,AI,Singapore,128894,"PyTorch, TensorFlow",Yes,Large,2025-03-12
5185,Data Scientist,AI,London,154571,"Python, PyTorch",No,Medium,2025-03-12
5186,Sustainability Analyst,Green Tech,Berlin,184060,"Climate Data Analysis, Energy Modeling",Yes,Small,2025-08-09
5187,Data Scientist,AI,Tokyo,248322,"TensorFlow, PyTorch",No,Small,2025-03-24
5188,AI Engineer,AI,London,139360,"TensorFlow, PyTorch",No,Small,2025-12-02
5189,Quantum Researcher,Quantum Computing,New York,139818,"Linear Algebra, Quantum Algorithms",No,Medium,2025-10-13
5190,Smart Contract Engineer,Blockchain,London,151353,"Solidity, Rust",Yes,Small,2025-01-21
5191,Blockchain Developer,Blockchain,London,230156,"Solidity, Rust",No,Medium,2025-06-29
5192,Sustainability Analyst,Green Tech,New York,246905,"Climate Data Analysis, Energy Modeling",Yes,Medium,2025-02-12
5193,Blockchain Developer,Blockchain,Berlin,66747,"Solidity, Rust",Yes,Small,2025-09-02
5194,Renewable Energy Engineer,Green Tech,Tokyo,154639,"Energy Modeling, Climate Data Analysis",No,Medium,2025-01-31
5195,Renewable Energy Engineer,Green Tech,Berlin,223343,"Energy Modeling, Climate Data Analysis",No,Medium,2025-06-01
5196,Sustainability Analyst,Green Tech,Dubai,119372,"Climate Data Analysis, Energy Modeling",Yes,Medium,2025-01-08
5197,Quantum Software Developer,Quantum Computing,Tokyo,83648,"Qiskit, Quantum Algorithms",No,Medium,2025-08-13
5198,Renewable Energy Engineer,Green Tech,Berlin,97414,"Climate Data Analysis, Energy Modeling",No,Large,2025-09-15
5199,Sustainability Analyst,Green Tech,Berlin,183965,"Climate Data Analysis, Energy Modeling",Yes,Small,2025-04-27
5200,Blockchain Developer,Blockchain,London,107126,"Ethereum, Rust",Yes,Small,2025-09-04
5201,Renewable Energy Engineer,Green Tech,New York,247396,"Energy Modeling, Climate Data Analysis",Yes,Large,2025-04-09
5202,ML Researcher,AI,Tokyo,70057,"PyTorch, Python",Yes,Large,2025-06-26
5203,Renewable Energy Engineer,Green Tech,Berlin,236589,"Energy Modeling, Climate Data Analysis",No,Small,2025-10-28
5204,Sustainability Analyst,Green Tech,London,129253,"Climate Data Analysis, Energy Modeling",Yes,Small,2025-07-24
5205,ML Researcher,AI,London,88382,"Python, PyTorch",Yes,Small,2025-12-07
5206,Renewable Energy Engineer,Green Tech,Berlin,217881,"Energy Modeling, Climate Data Analysis",No,Small,2025-08-01
5207,Smart Contract Engineer,Blockchain,Singapore,153196,"Rust, Ethereum",Yes,Small,2025-06-28
5208,Data Scientist,AI,Tokyo,139996,"Python, PyTorch",Yes,Small,2025-01-03
5209,AI Engineer,AI,Tokyo,192450,"Python, TensorFlow",Yes,Medium,2025-11-05
5210,Blockchain Developer,Blockchain,Dubai,87240,"Rust, Solidity",No,Large,2025-05-09
5211,Blockchain Developer,Blockchain,Berlin,129611,"Ethereum, Rust",Yes,Small,2025-09-30
5212,Data Scientist,AI,Tokyo,240357,"Python, PyTorch",Yes,Large,2025-09-09
5213,Quantum Software Developer,Quantum Computing,Berlin,188135,"Qiskit, Quantum Algorithms",Yes,Small,2025-03-22
5214,Quantum Software Developer,Quantum Computing,Dubai,111356,"Quantum Algorithms, Qiskit",Yes,Small,2025-01-08
5215,Quantum Researcher,Quantum Computing,Dubai,234204,"Qiskit, Quantum Algorithms",No,Small,2025-02-07
5216,Blockchain Developer,Blockchain,New York,224359,"Ethereum, Solidity",No,Medium,2025-05-21
5217,Quantum Software Developer,Quantum Computing,London,139181,"Quantum Algorithms, Qiskit",Yes,Small,2025-05-02
5218,Renewable Energy Engineer,Green Tech,New York,137668,"Energy Modeling, Climate Data Analysis",Yes,Medium,2025-06-20
5219,Data Scientist,AI,Berlin,166414,"TensorFlow, PyTorch",Yes,Medium,2025-11-26
5220,Renewable Energy Engineer,Green Tech,Singapore,208894,"Climate Data Analysis, Energy Modeling",No,Medium,2025-02-10
5221,ML Researcher,AI,Singapore,136316,"PyTorch, Python",No,Small,2025-01-17
5222,Data Scientist,AI,New York,169194,"TensorFlow, PyTorch",Yes,Medium,2025-06-02
5223,Quantum Researcher,Quantum Computing,New York,103614,"Linear Algebra, Qiskit",No,Small,2025-08-08
5224,Blockchain Developer,Blockchain,New York,210546,"Ethereum, Solidity",No,Large,2025-01-11
5225,Data Scientist,AI,New York,228708,"TensorFlow, Python",No,Small,2025-01-25
5226,Quantum Researcher,Quantum Computing,Singapore,234726,"Qiskit, Quantum Algorithms",No,Large,2025-12-26
5227,Smart Contract Engineer,Blockchain,New York,77749,"Solidity, Ethereum",Yes,Medium,2025-03-28
5228,Quantum Researcher,Quantum Computing,Berlin,154042,"Linear Algebra, Qiskit",No,Small,2025-06-13
5229,Quantum Researcher,Quantum Computing,Dubai,94540,"Qiskit, Linear Algebra",No,Large,2025-08-06
5230,Quantum Researcher,Quantum Computing,London,167147,"Quantum Algorithms, Qiskit",Yes,Small,2025-08-14
5231,Quantum Researcher,Quantum Computing,Berlin,149725,"Quantum Algorithms, Linear Algebra",No,Small,2025-08-21
5232,Data Scientist,AI,Singapore,237936,"TensorFlow, PyTorch",No,Small,2025-02-28
5233,ML Researcher,AI,Dubai,188715,"PyTorch, TensorFlow",No,Large,2025-12-31
5234,Quantum Researcher,Quantum Computing,Dubai,114089,"Quantum Algorithms, Qiskit",Yes,Large,2025-07-08
5235,Quantum Researcher,Quantum Computing,London,63921,"Qiskit, Linear Algebra",Yes,Large,2025-08-18
5236,Sustainability Analyst,Green Tech,Singapore,118613,"Climate Data Analysis, Energy Modeling",Yes,Medium,2025-01-02
5237,ML Researcher,AI,Tokyo,169703,"Python, TensorFlow",No,Small,2025-01-20
5238,AI Engineer,AI,Tokyo,68422,"Python, TensorFlow",Yes,Large,2025-10-04
5239,Data Scientist,AI,Dubai,156039,"PyTorch, TensorFlow",Yes,Large,2025-01-31
5240,ML Researcher,AI,London,156995,"Python, PyTorch",No,Large,2025-02-23
5241,Quantum Researcher,Quantum Computing,Singapore,173109,"Quantum Algorithms, Qiskit",No,Large,2025-02-04
5242,Blockchain Developer,Blockchain,London,77563,"Solidity, Ethereum",No,Small,2025-11-13
5243,Smart Contract Engineer,Blockchain,Dubai,217833,"Rust, Solidity",Yes,Small,2025-12-25
5244,Sustainability Analyst,Green Tech,London,124507,"Energy Modeling, Climate Data Analysis",No,Medium,2025-08-28
5245,Blockchain Developer,Blockchain,Tokyo,210051,"Ethereum, Solidity",Yes,Medium,2025-11-24
5246,Renewable Energy Engineer,Green Tech,New York,239332,"Energy Modeling, Climate Data Analysis",Yes,Small,2025-05-12
5247,Renewable Energy Engineer,Green Tech,London,82173,"Energy Modeling, Climate Data Analysis",No,Medium,2025-07-21
5248,Quantum Software Developer,Quantum Computing,London,230046,"Linear Algebra, Qiskit",No,Medium,2025-04-09
5249,Data Scientist,AI,Berlin,138930,"Python, TensorFlow",Yes,Medium,2025-12-03
5250,Quantum Software Developer,Quantum Computing,Singapore,103478,"Linear Algebra, Quantum Algorithms",Yes,Small,2025-01-12
5251,Blockchain Developer,Blockchain,Singapore,87709,"Solidity, Rust",No,Large,2025-06-01
5252,Quantum Software Developer,Quantum Computing,Berlin,96134,"Linear Algebra, Qiskit",No,Medium,2025-08-15
5253,Sustainability Analyst,Green Tech,Berlin,161872,"Energy Modeling, Climate Data Analysis",Yes,Large,2025-10-16
5254,Quantum Software Developer,Quantum Computing,London,147127,"Quantum Algorithms, Linear Algebra",No,Medium,2025-04-29
5255,Quantum Researcher,Quantum Computing,New York,196435,"Qiskit, Quantum Algorithms",Yes,Small,2025-04-21
5256,Renewable Energy Engineer,Green Tech,Dubai,54037,"Energy Modeling, Climate Data Analysis",Yes,Large,2025-09-17
5257,Quantum Researcher,Quantum Computing,Dubai,127789,"Qiskit, Quantum Algorithms",Yes,Small,2025-12-05
5258,Blockchain Developer,Blockchain,London,214413,"Ethereum, Solidity",Yes,Small,2025-09-22
5259,Data Scientist,AI,Berlin,210230,"Python, PyTorch",No,Large,2025-08-11
5260,ML Researcher,AI,New York,229041,"TensorFlow, Python",No,Medium,2025-03-29
5261,Smart Contract Engineer,Blockchain,Berlin,246380,"Rust, Ethereum",No,Medium,2025-03-29
5262,Quantum Researcher,Quantum Computing,Tokyo,173081,"Qiskit, Linear Algebra",No,Medium,2025-05-26
5263,Smart Contract Engineer,Blockchain,Singapore,241904,"Ethereum, Rust",No,Large,2025-12-01
5264,Smart Contract Engineer,Blockchain,Berlin,51598,"Rust, Solidity",Yes,Medium,2025-05-23
5265,Sustainability Analyst,Green Tech,Singapore,234779,"Energy Modeling, Climate Data Analysis",Yes,Small,2025-01-12
5266,Quantum Software Developer,Quantum Computing,New York,190004,"Quantum Algorithms, Qiskit",No,Large,2025-03-16
5267,Sustainability Analyst,Green Tech,London,144994,"Energy Modeling, Climate Data Analysis",Yes,Small,2025-03-28
5268,Quantum Software Developer,Quantum Computing,Berlin,132756,"Quantum Algorithms, Qiskit",No,Large,2025-12-20
5269,Blockchain Developer,Blockchain,Singapore,58818,"Solidity, Rust",No,Large,2025-03-11
5270,Blockchain Developer,Blockchain,Singapore,91902,"Ethereum, Solidity",Yes,Medium,2025-06-08
5271,Quantum Researcher,Quantum Computing,Dubai,162296,"Quantum Algorithms, Linear Algebra",No,Large,2025-08-20
5272,Quantum Researcher,Quantum Computing,London,242053,"Linear Algebra, Qiskit",Yes,Large,2025-06-12
5273,Quantum Software Developer,Quantum Computing,New York,233010,"Linear Algebra, Quantum Algorithms",Yes,Medium,2025-09-15
5274,Quantum Software Developer,Quantum Computing,Dubai,88749,"Quantum Algorithms, Linear Algebra",Yes,Medium,2025-02-26
5275,Quantum Software Developer,Quantum Computing,Dubai,120419,"Quantum Algorithms, Linear Algebra",No,Small,2025-09-13
5276,AI Engineer,AI,Singapore,190006,"PyTorch, Python",No,Small,2025-06-25
5277,Smart Contract Engineer,Blockchain,Berlin,144660,"Ethereum, Rust",Yes,Small,2025-07-08
5278,Renewable Energy Engineer,Green Tech,Berlin,110163,"Energy Modeling, Climate Data Analysis",No,Medium,2025-12-23
5279,Quantum Researcher,Quantum Computing,Tokyo,235255,"Quantum Algorithms, Linear Algebra",Yes,Large,2025-12-03
5280,Sustainability Analyst,Green Tech,New York,150965,"Energy Modeling, Climate Data Analysis",Yes,Medium,2025-08-06
5281,ML Researcher,AI,New York,199097,"TensorFlow, PyTorch",No,Small,2025-05-27
5282,Smart Contract Engineer,Blockchain,Dubai,206066,"Solidity, Rust",No,Medium,2025-09-10
5283,AI Engineer,AI,Dubai,87532,"TensorFlow, PyTorch",No,Medium,2025-10-13
5284,Data Scientist,AI,Dubai,100693,"Python, TensorFlow",Yes,Large,2025-05-18
5285,Quantum Researcher,Quantum Computing,London,139501,"Quantum Algorithms, Qiskit",No,Large,2025-07-16
5286,AI Engineer,AI,Berlin,78334,"TensorFlow, Python",No,Large,2025-01-17
5287,Quantum Software Developer,Quantum Computing,Berlin,125422,"Qiskit, Linear Algebra",Yes,Small,2025-04-25
5288,Quantum Researcher,Quantum Computing,Tokyo,74780,"Linear Algebra, Qiskit",No,Medium,2025-08-31
5289,Quantum Researcher,Quantum Computing,Berlin,56284,"Qiskit, Quantum Algorithms",No,Small,2025-04-23
5290,AI Engineer,AI,Dubai,169931,"TensorFlow, PyTorch",Yes,Medium,2025-08-02
5291,Quantum Software Developer,Quantum Computing,Berlin,125980,"Qiskit, Linear Algebra",Yes,Small,2025-02-03
5292,Blockchain Developer,Blockchain,Tokyo,235448,"Solidity, Ethereum",Yes,Small,2025-05-22
5293,Quantum Researcher,Quantum Computing,Dubai,53639,"Linear Algebra, Qiskit",No,Small,2025-01-14
5294,Sustainability Analyst,Green Tech,Tokyo,61977,"Climate Data Analysis, Energy Modeling",Yes,Small,2025-02-09
5295,ML Researcher,AI,London,58552,"Python, PyTorch",No,Large,2025-01-06
5296,Smart Contract Engineer,Blockchain,Dubai,183498,"Solidity, Ethereum",Yes,Medium,2025-05-12
5297,Smart Contract Engineer,Blockchain,New York,67549,"Ethereum, Rust",Yes,Medium,2025-04-05
5298,AI Engineer,AI,Berlin,78847,"TensorFlow, PyTorch",No,Large,2025-05-09
5299,Quantum Software Developer,Quantum Computing,New York,153901,"Linear Algebra, Qiskit",No,Medium,2025-03-13
5300,Data Scientist,AI,Dubai,225140,"Python, TensorFlow",Yes,Small,2025-09-20
5301,Renewable Energy Engineer,Green Tech,London,180411,"Climate Data Analysis, Energy Modeling",No,Small,2025-05-05
5302,Renewable Energy Engineer,Green Tech,Tokyo,222065,"Energy Modeling, Climate Data Analysis",Yes,Medium,2025-12-10
5303,Renewable Energy Engineer,Green Tech,London,249024,"Energy Modeling, Climate Data Analysis",No,Small,2025-07-22
5304,ML Researcher,AI,Singapore,77812,"Python, PyTorch",Yes,Large,2025-11-24
5305,Quantum Researcher,Quantum Computing,London,104922,"Qiskit, Quantum Algorithms",Yes,Large,2025-09-20
5306,Renewable Energy Engineer,Green Tech,Tokyo,57713,"Energy Modeling, Climate Data Analysis",No,Large,2025-04-08
5307,Renewable Energy Engineer,Green Tech,New York,53089,"Energy Modeling, Climate Data Analysis",No,Small,2025-11-01
5308,Smart Contract Engineer,Blockchain,Dubai,162768,"Ethereum, Solidity",Yes,Medium,2025-08-03
5309,Quantum Researcher,Quantum Computing,New York,205206,"Qiskit, Quantum Algorithms",Yes,Small,2025-08-27
5310,Quantum Software Developer,Quantum Computing,Tokyo,206303,"Qiskit, Quantum Algorithms",Yes,Large,2025-07-04
5311,Quantum Software Developer,Quantum Computing,London,225577,"Linear Algebra, Qiskit",No,Medium,2025-07-24
5312,Renewable Energy Engineer,Green Tech,New York,93166,"Energy Modeling, Climate Data Analysis",No,Small,2025-05-05
5313,Renewable Energy Engineer,Green Tech,Dubai,211518,"Climate Data Analysis, Energy Modeling",No,Small,2025-10-22
5314,Quantum Software Developer,Quantum Computing,Berlin,175637,"Linear Algebra, Quantum Algorithms",No,Medium,2025-01-06
5315,Renewable Energy Engineer,Green Tech,Dubai,59655,"Climate Data Analysis, Energy Modeling",Yes,Small,2025-11-21
5316,Blockchain Developer,Blockchain,London,65999,"Ethereum, Rust",No,Large,2025-10-09
5317,ML Researcher,AI,New York,58660,"PyTorch, TensorFlow",No,Small,2025-10-01
5318,ML Researcher,AI,Tokyo,240653,"PyTorch, TensorFlow",No,Medium,2025-11-22
5319,Quantum Researcher,Quantum Computing,Berlin,185943,"Quantum Algorithms, Linear Algebra",Yes,Medium,2025-07-26
5320,Quantum Software Developer,Quantum Computing,Singapore,55298,"Quantum Algorithms, Linear Algebra",No,Medium,2025-02-19
5321,Data Scientist,AI,Berlin,56463,"PyTorch, Python",Yes,Medium,2025-12-06
5322,Smart Contract Engineer,Blockchain,Singapore,202721,"Ethereum, Solidity",Yes,Small,2025-03-05
5323,Smart Contract Engineer,Blockchain,Dubai,214110,"Solidity, Rust",Yes,Small,2025-11-20
5324,Sustainability Analyst,Green Tech,Dubai,155137,"Climate Data Analysis, Energy Modeling",Yes,Medium,2025-07-16
5325,Data Scientist,AI,Singapore,163167,"PyTorch, Python",No,Large,2025-02-14
5326,Quantum Software Developer,Quantum Computing,New York,70069,"Qiskit, Linear Algebra",No,Medium,2025-04-27
5327,Renewable Energy Engineer,Green Tech,New York,58092,"Climate Data Analysis, Energy Modeling",No,Small,2025-09-25
5328,Renewable Energy Engineer,Green Tech,New York,226307,"Energy Modeling, Climate Data Analysis",Yes,Small,2025-08-27
5329,Sustainability Analyst,Green Tech,Berlin,129243,"Climate Data Analysis, Energy Modeling",No,Medium,2025-03-23
5330,Renewable Energy Engineer,Green Tech,London,169121,"Energy Modeling, Climate Data Analysis",No,Small,2025-01-13
5331,Smart Contract Engineer,Blockchain,Tokyo,131215,"Rust, Solidity",Yes,Small,2025-12-01
5332,Sustainability Analyst,Green Tech,Dubai,124777,"Energy Modeling, Climate Data Analysis",No,Small,2025-10-13
5333,Renewable Energy Engineer,Green Tech,Tokyo,106293,"Climate Data Analysis, Energy Modeling",Yes,Medium,2025-04-10
5334,AI Engineer,AI,London,132454,"Python, PyTorch",No,Medium,2025-12-22
5335,AI Engineer,AI,Berlin,161205,"TensorFlow, PyTorch",No,Small,2025-12-10
5336,AI Engineer,AI,Berlin,60354,"PyTorch, TensorFlow",No,Large,2025-10-02
5337,ML Researcher,AI,New York,108287,"PyTorch, Python",No,Medium,2025-01-02
5338,Sustainability Analyst,Green Tech,Tokyo,172852,"Climate Data Analysis, Energy Modeling",Yes,Medium,2025-11-04
5339,Data Scientist,AI,Singapore,113743,"Python, PyTorch",Yes,Medium,2025-07-24
5340,Quantum Software Developer,Quantum Computing,Tokyo,214034,"Linear Algebra, Qiskit",No,Medium,2025-05-12
5341,Blockchain Developer,Blockchain,Berlin,134081,"Solidity, Rust",Yes,Large,2025-09-19
5342,Renewable Energy Engineer,Green Tech,New York,73077,"Energy Modeling, Climate Data Analysis",No,Large,2025-03-19
5343,Smart Contract Engineer,Blockchain,New York,188504,"Ethereum, Rust",Yes,Large,2025-01-08
5344,Quantum Researcher,Quantum Computing,Singapore,211411,"Quantum Algorithms, Linear Algebra",No,Large,2025-07-28
5345,Quantum Researcher,Quantum Computing,Dubai,217212,"Qiskit, Quantum Algorithms",Yes,Large,2025-02-15
5346,Blockchain Developer,Blockchain,Dubai,70324,"Rust, Solidity",No,Small,2025-08-31
5347,Renewable Energy Engineer,Green Tech,New York,217584,"Energy Modeling, Climate Data Analysis",Yes,Large,2025-08-25
5348,ML Researcher,AI,London,242811,"TensorFlow, Python",Yes,Medium,2025-03-13
5349,Sustainability Analyst,Green Tech,Dubai,70656,"Energy Modeling, Climate Data Analysis",Yes,Large,2025-06-07
5350,Quantum Researcher,Quantum Computing,New York,161265,"Quantum Algorithms, Linear Algebra",No,Small,2025-05-17
5351,ML Researcher,AI,New York,153619,"Python, TensorFlow",Yes,Small,2025-11-03
5352,Data Scientist,AI,Tokyo,138744,"Python, PyTorch",Yes,Large,2025-12-06
5353,Quantum Researcher,Quantum Computing,London,231348,"Qiskit, Linear Algebra",Yes,Large,2025-02-03
5354,Data Scientist,AI,New York,93334,"TensorFlow, PyTorch",Yes,Large,2025-04-07
5355,ML Researcher,AI,Singapore,143098,"PyTorch, TensorFlow",Yes,Large,2025-01-21
5356,Blockchain Developer,Blockchain,Dubai,90758,"Rust, Ethereum",Yes,Large,2025-04-30
5357,Smart Contract Engineer,Blockchain,Singapore,57667,"Ethereum, Rust",No,Large,2025-08-11
5358,Sustainability Analyst,Green Tech,Berlin,157608,"Climate Data Analysis, Energy Modeling",No,Small,2025-12-10
5359,Renewable Energy Engineer,Green Tech,London,219103,"Climate Data Analysis, Energy Modeling",Yes,Small,2025-03-29
5360,Renewable Energy Engineer,Green Tech,Dubai,175239,"Climate Data Analysis, Energy Modeling",Yes,Large,2025-06-28
5361,Sustainability Analyst,Green Tech,Singapore,117372,"Climate Data Analysis, Energy Modeling",Yes,Large,2025-03-22
5362,ML Researcher,AI,Singapore,133768,"PyTorch, TensorFlow",Yes,Large,2025-07-17
5363,Blockchain Developer,Blockchain,Dubai,171525,"Rust, Solidity",No,Small,2025-07-18
5364,Blockchain Developer,Blockchain,New York,96007,"Solidity, Ethereum",No,Medium,2025-08-09
5365,Renewable Energy Engineer,Green Tech,New York,239001,"Energy Modeling, Climate Data Analysis",Yes,Small,2025-08-06
5366,Quantum Software Developer,Quantum Computing,London,147512,"Quantum Algorithms, Qiskit",No,Large,2025-11-06
5367,Data Scientist,AI,Dubai,88469,"Python, TensorFlow",Yes,Medium,2025-06-29
5368,Renewable Energy Engineer,Green Tech,Tokyo,79535,"Climate Data Analysis, Energy Modeling",Yes,Small,2025-07-20
5369,Quantum Researcher,Quantum Computing,New York,76170,"Qiskit, Linear Algebra",Yes,Large,2025-02-28
5370,Data Scientist,AI,Berlin,201077,"Python, TensorFlow",No,Large,2025-08-23
5371,Quantum Researcher,Quantum Computing,Dubai,82148,"Linear Algebra, Qiskit",No,Small,2025-02-02
5372,Quantum Researcher,Quantum Computing,London,247856,"Linear Algebra, Qiskit",No,Large,2025-08-31
5373,Smart Contract Engineer,Blockchain,Dubai,199557,"Solidity, Rust",Yes,Medium,2025-11-29
5374,Blockchain Developer,Blockchain,Dubai,237016,"Solidity, Ethereum",Yes,Large,2025-04-04
5375,ML Researcher,AI,Tokyo,168110,"PyTorch, TensorFlow",No,Medium,2025-11-19
5376,Quantum Researcher,Quantum Computing,Tokyo,248418,"Qiskit, Linear Algebra",No,Medium,2025-01-29
5377,Quantum Researcher,Quantum Computing,Tokyo,134585,"Linear Algebra, Quantum Algorithms",Yes,Large,2025-06-03
5378,Blockchain Developer,Blockchain,Singapore,133088,"Ethereum, Rust",Yes,Medium,2025-11-13
5379,Renewable Energy Engineer,Green Tech,Dubai,234771,"Climate Data Analysis, Energy Modeling",No,Large,2025-09-27
5380,Quantum Researcher,Quantum Computing,Singapore,187826,"Linear Algebra, Quantum Algorithms",Yes,Medium,2025-08-31
5381,ML Researcher,AI,Singapore,77588,"TensorFlow, Python",Yes,Large,2025-05-29
5382,Quantum Researcher,Quantum Computing,Berlin,131574,"Qiskit, Quantum Algorithms",Yes,Small,2025-12-30
5383,Renewable Energy Engineer,Green Tech,Dubai,111151,"Climate Data Analysis, Energy Modeling",No,Large,2025-10-03
5384,Smart Contract Engineer,Blockchain,London,231878,"Solidity, Rust",Yes,Medium,2025-02-02
5385,ML Researcher,AI,Berlin,127398,"Python, PyTorch",Yes,Small,2025-10-16
5386,AI Engineer,AI,Singapore,61754,"TensorFlow, Python",No,Small,2025-05-22
5387,Data Scientist,AI,New York,175290,"TensorFlow, Python",No,Small,2025-12-25
5388,Blockchain Developer,Blockchain,Tokyo,91555,"Ethereum, Solidity",Yes,Small,2025-03-23
5389,Quantum Software Developer,Quantum Computing,London,247362,"Qiskit, Linear Algebra",Yes,Large,2025-06-13
5390,Quantum Researcher,Quantum Computing,Singapore,125307,"Qiskit, Linear Algebra",Yes,Large,2025-06-21
5391,AI Engineer,AI,Dubai,236194,"TensorFlow, Python",No,Large,2025-09-20
5392,Quantum Researcher,Quantum Computing,Dubai,143088,"Quantum Algorithms, Linear Algebra",Yes,Large,2025-12-22
5393,Quantum Software Developer,Quantum Computing,New York,125481,"Quantum Algorithms, Qiskit",No,Medium,2025-06-19
5394,Quantum Software Developer,Quantum Computing,Berlin,83897,"Quantum Algorithms, Linear Algebra",Yes,Medium,2025-10-11
5395,Quantum Researcher,Quantum Computing,London,171160,"Qiskit, Linear Algebra",No,Large,2025-07-10
5396,Blockchain Developer,Blockchain,Dubai,181152,"Rust, Ethereum",Yes,Small,2025-06-14
5397,Smart Contract Engineer,Blockchain,New York,88837,"Solidity, Ethereum",Yes,Large,2025-03-26
5398,Blockchain Developer,Blockchain,Tokyo,245490,"Solidity, Rust",No,Large,2025-01-31
5399,Smart Contract Engineer,Blockchain,New York,66098,"Rust, Ethereum",No,Small,2025-03-23
5400,Quantum Researcher,Quantum Computing,Singapore,53119,"Qiskit, Quantum Algorithms",Yes,Small,2025-04-21
5401,Quantum Software Developer,Quantum Computing,Singapore,161490,"Quantum Algorithms, Linear Algebra",No,Small,2025-03-17
5402,Blockchain Developer,Blockchain,London,151705,"Ethereum, Rust",No,Large,2025-07-26
5403,Quantum Researcher,Quantum Computing,Dubai,78679,"Quantum Algorithms, Qiskit",Yes,Small,2025-03-12
5404,Smart Contract Engineer,Blockchain,Dubai,100124,"Solidity, Rust",Yes,Medium,2025-09-24
5405,Blockchain Developer,Blockchain,London,229155,"Ethereum, Rust",Yes,Large,2025-10-30
5406,AI Engineer,AI,London,70258,"Python, PyTorch",Yes,Large,2025-09-04
5407,Smart Contract Engineer,Blockchain,Berlin,62807,"Solidity, Rust",No,Large,2025-03-23
5408,Quantum Software Developer,Quantum Computing,Singapore,220831,"Linear Algebra, Qiskit",Yes,Small,2025-04-26
5409,Quantum Researcher,Quantum Computing,Dubai,215390,"Qiskit, Quantum Algorithms",No,Medium,2025-12-15
5410,Smart Contract Engineer,Blockchain,Dubai,157905,"Ethereum, Solidity",Yes,Large,2025-06-14
5411,Quantum Researcher,Quantum Computing,Dubai,242413,"Linear Algebra, Qiskit",No,Medium,2025-03-11
5412,Sustainability Analyst,Green Tech,Tokyo,220241,"Energy Modeling, Climate Data Analysis",No,Small,2025-06-23
5413,Renewable Energy Engineer,Green Tech,New York,180231,"Energy Modeling, Climate Data Analysis",No,Medium,2025-04-13
5414,Renewable Energy Engineer,Green Tech,Tokyo,104825,"Energy Modeling, Climate Data Analysis",Yes,Medium,2025-10-29
5415,Data Scientist,AI,Tokyo,95360,"PyTorch, TensorFlow",Yes,Small,2025-11-24
5416,Smart Contract Engineer,Blockchain,Dubai,111276,"Rust, Ethereum",Yes,Medium,2025-11-28
5417,Renewable Energy Engineer,Green Tech,Tokyo,57420,"Climate Data Analysis, Energy Modeling",Yes,Medium,2025-03-23
5418,Smart Contract Engineer,Blockchain,Berlin,246131,"Ethereum, Rust",No,Small,2025-06-10
5419,Renewable Energy Engineer,Green Tech,Berlin,198104,"Climate Data Analysis, Energy Modeling",Yes,Medium,2025-01-21
5420,Quantum Researcher,Quantum Computing,London,142601,"Linear Algebra, Quantum Algorithms",No,Medium,2025-07-17
5421,Renewable Energy Engineer,Green Tech,New York,112420,"Energy Modeling, Climate Data Analysis",Yes,Small,2025-04-02
5422,Data Scientist,AI,Dubai,187892,"Python, TensorFlow",No,Medium,2025-01-11
5423,Sustainability Analyst,Green Tech,Tokyo,195568,"Climate Data Analysis, Energy Modeling",Yes,Large,2025-02-25
5424,Quantum Researcher,Quantum Computing,New York,208765,"Qiskit, Linear Algebra",No,Small,2025-07-09
5425,Quantum Software Developer,Quantum Computing,London,107143,"Linear Algebra, Quantum Algorithms",No,Small,2025-09-10
5426,AI Engineer,AI,London,151573,"TensorFlow, Python",Yes,Small,2025-06-04
5427,Sustainability Analyst,Green Tech,Singapore,65651,"Climate Data Analysis, Energy Modeling",No,Small,2025-04-11
5428,Smart Contract Engineer,Blockchain,Singapore,79568,"Rust, Ethereum",No,Large,2025-10-30
